SEQ,Orig Filename,INST.1,INST.2,INST.#,INST.#.2,INST.3A,DESC,Dimension,Foto-ID,Farbskala
3505,AIG667Detail3,,AIG,0667,,,Detail3,,,
3506,AIG667Detail5,,AIG,0667,,,Detail5,,,
3507,AIG667Detail4,,AIG,0667,,,Detail4,,,
3508,AIG669Detail1,,AIG,0669,,,Detail1,,,
3509,AIG672Detail1,,AIG,0672,,,Detail1,,,
3510,AIG672Detail2,,AIG,0672,,,Detail2,,,
3511,AIG681Detail2,,AIG,0681,,,Detail2,,,
3512,AIG681Detail3,,AIG,0681,,,Detail3,,,
3513,AIG681Detail2,,AIG,0681,,,Detail2,,,
3514,AIG681Detail1,,AIG,0681,,,Detail1,,,
3515,AIG681Detail3,,AIG,0681,,,Detail3,,,
3516,AIG684Detail3,,AIG,0684,,,Detail3,,,
3517,AIG684Detail2,,AIG,0684,,,Detail2,,,
3518,AIG684Detail3,,AIG,0684,,,Detail3,,,
3519,AIG684Detail1,,AIG,0684,,,Detail1,,,
3520,AIG684Detail2,,AIG,0684,,,Detail2,,,
3521,AIG685Detail1,,AIG,0685,,,Detail1,,,
3522,AIG685Detail2,,AIG,0685,,,Detail2,,,
3523,AIG686Detail1,,AIG,0686,,,Detail1,,,
3524,AIG686Detail2,,AIG,0686,,,Detail2,,,
3525,AIG686Detail3,,AIG,0686,,,Detail3,,,
3526,AIG687Detail1,,AIG,0687,,,Detail1,,,
3527,AIG687Detail2,,AIG,0687,,,Detail2,,,
3528,AIG687Detail3,,AIG,0687,,,Detail3,,,
3529,AIG693Detail1,,AIG,0693,,,Detail1,,,
3530,AIG693Detail2,,AIG,0693,,,Detail2,,,
3531,AIG749Detail1,,AIG,0749,,,Detail1,,,
3532,AIG749Detail2,,AIG,0749,,,Detail2,,,
3533,AIG749Detail3,,AIG,0749,,,Detail3,,,
3534,AIG699d,,AIG,0699,,d,,,,
3535,AIG699Detail2,,AIG,0699,,,Detail2,,,
3536,AIG699d,,AIG,0699,,d,,,,
3537,AIG699Detail1,,AIG,0699,,,Detail1,,,
3538,AIG699Detail2,,AIG,0699,,,Detail2,,,
3539,AIG700Detail1,,AIG,0700,,,Detail1,,,
3540,AIG700Detail2,,AIG,0700,,,Detail2,,,
3541,AIG700Detail1,,AIG,0700,,,Detail1,,,
3542,AIG700Detail2,,AIG,0700,,,Detail2,,,
3543,AIG700Detail3,,AIG,0700,,,Detail3,,,
3544,AIG701Detail2,,AIG,0701,,,Detail2,,,
3545,AIG701Detail3,,AIG,0701,,,Detail3,,,
3546,AIG701Detail2,,AIG,0701,,,Detail2,,,
3547,AIG701Detail1,,AIG,0701,,,Detail1,,,
3548,AIG701Detail3,,AIG,0701,,,Detail3,,,
3549,AIG773Detail1,,AIG,0773,,,Detail1,,,
3550,AIG773Detail2,,AIG,0773,,,Detail2,,,
3551,AIG773Detail1,,AIG,0773,,,Detail1,,,
3552,AIG773Detail2,,AIG,0773,,,Detail2,,,
3553,AIG773Detail3,,AIG,0773,,,Detail3,,,
3554,AIG774Detail2,,AIG,0774,,,Detail2,,,
3555,AIG774Detail3,,AIG,0774,,,Detail3,,,
3556,AIG774Detail1,,AIG,0774,,,Detail1,,,
3557,AIG774Detail2,,AIG,0774,,,Detail2,,,
3558,AIG774Detail3,,AIG,0774,,,Detail3,,,
3559,AIG780Detail2,,AIG,0780,,,Detail2,,,
3560,AIG780Detail2,,AIG,0780,,,Detail2,,,
3561,AIG780Detail1,,AIG,0780,,,Detail1,,,
3562,AIG812Detail2,,AIG,0812,,,Detail2,,,
3563,AIG812Detail1,,AIG,0812,,,Detail1,,,
3564,AIG812Detail3,,AIG,0812,,,Detail3,,,
3565,AIG848Detail2,,AIG,0848,,,Detail2,,,
3566,AIG848Detail1,,AIG,0848,,,Detail1,,,
3567,AIG2bersicht,,AIG2,,,,bersicht,,,
3568,AIG2Detail1,,AIG2,,,,Detail1,,,
3569,AIG2Detail2,,AIG2,,,,Detail2,,,
3570,AIG3Detail,,AIG3,,,,Detail,,,
3571,AIG3d,,AIG3,d,,,,,,
3572,AIG4bersicht,,AIG4,,,,bersicht,,,
3573,AIG4bersicht,,AIG4,,,,bersicht,,,
3574,AIG4bersicht,,AIG4,,,,bersicht,,,
3575,AIG4bersicht,,AIG4,,,,bersicht,,,
3576,AIG5bersicht,,AIG5,,,,bersicht,,,
3577,AIG5d,,AIG5,d,,,,,,
3578,AIG6bersicht,,AIG6,,,,bersicht,,,
3579,AIG8bersicht,,AIG8,,,,bersicht,,,
3580,GZGHST04672D02,GZG,HST,0467,,,,2D,002,
3581,GZGHST04682D04,GZG,HST,0468,,,,2D,004,
3582,GZGHST04692D01,GZG,HST,0469,,,,2D,001,
3583,GZGHST04702D02,GZG,HST,0470,,,,2D,002,
3584,GZGHST04712D01,GZG,HST,0471,,,,2D,001,
3585,GZGHST04672D03,GZG,HST,0467,,,,2D,003,
3586,GZGHST04682D01,GZG,HST,0468,,,,2D,001,
3587,GZGHST04692D02,GZG,HST,0469,,,,2D,002,
3588,GZGHST04702D01,GZG,HST,0470,,,,2D,001,
3589,GZGHST046704712D02,GZG,HST,0467,0471,,,2D,002,
3590,GZGHST04672D05,GZG,HST,0467,,,,2D,005,
3591,GZGHST04682D06,GZG,HST,0468,,,,2D,006,
3592,GZGHST04692D07,GZG,HST,0469,,,,2D,007,
3593,GZGHST04702D05,GZG,HST,0470,,,,2D,005,
3594,GZGHST04712D04,GZG,HST,0471,,,,2D,004,
3595,GZGHST04682D06,GZG,HST,0468,,,,2D,006,
3596,GZGHST04692D07,GZG,HST,0469,,,,2D,007,
3597,GZGHST04702D05,GZG,HST,0470,,,,2D,005,
3598,GZGHST04712D04,GZG,HST,0471,,,,2D,004,
3599,GZGHST04672D05,GZG,HST,0467,,,,2D,005,
3600,GZGHST04722D11,GZG,HST,0472,,,,2D,011,
3601,GZGHST04732D04,GZG,HST,0473,,,,2D,004,
3602,GZGHST04742D10,GZG,HST,0474,,,,2D,010,
3603,GZGHST04762D04,GZG,HST,0476,,,,2D,004,
3604,GZGHST04722D11,GZG,HST,0472,,,,2D,011,
3605,GZGHST04722D06,GZG,HST,0472,,,,2D,006,
3606,GZGHST04732D01,GZG,HST,0473,,,,2D,001,
3607,GZGHST04732D04,GZG,HST,0473,,,,2D,004,
3608,GZGHST04742D01,GZG,HST,0474,,,,2D,001,
3609,GZGHST04742D10,GZG,HST,0474,,,,2D,010,
3610,GZGHST04752D02,GZG,HST,0475,,,,2D,002,
3611,GZGHST04762D01,GZG,HST,0476,,,,2D,001,
3612,GZGHST04762D04,GZG,HST,0476,,,,2D,004,
3613,GZGHST04722D12,GZG,HST,0472,,,,2D,012,
3614,GZGHST04742D10,GZG,HST,0474,,,,2D,010,
3615,GZGHST04752D06,GZG,HST,0475,,,,2D,006,
3616,GZGHST08872D05,GZG,HST,0887,,,,2D,005,
3617,GZGHST08872D04,GZG,HST,0887,,,,2D,004,
3618,GZGHST08872D05,GZG,HST,0887,,,,2D,005,
3619,GZGHST08872D06,GZG,HST,0887,,,,2D,006,
3620,GZGHST00122D08,GZG,HST,0012,,,,2D,008,
3621,GZGHST00122D08,GZG,HST,0012,,,,2D,008,
3622,GZGHST00122D05,GZG,HST,0012,,,,2D,005,
3623,GZGHST0012Ammoniten,GZG,HST,0012,,,Ammoniten,,,
3624,GZGHST00122D02,GZG,HST,0012,,,,2D,002,
3625,GZGHST05502D12,GZG,HST,0550,,,,2D,012,
3626,GZGHST05502D09,GZG,HST,0550,,,,2D,009,
3627,GZGHST05502D10,GZG,HST,0550,,,,2D,010,
3628,GZGHST05502D12,GZG,HST,0550,,,,2D,012,
3629,GZGHST05502D05,GZG,HST,0550,,,,2D,005,
3630,GZGHST05502D04,GZG,HST,0550,,,,2D,004,
3631,GZGHST05502D05,GZG,HST,0550,,,,2D,005,
3632,GZGHST00852D06,GZG,HST,0085,,,,2D,006,
3633,GZGHST00852D09,GZG,HST,0085,,,,2D,009,
3634,GZGHST00852D06,GZG,HST,0085,,,,2D,006,
3635,GZGHST00852D09,GZG,HST,0085,,,,2D,009,
3636,GZGHST00852D04,GZG,HST,0085,,,,2D,004,
3637,GZGHST00852D02,GZG,HST,0085,,,,2D,002,
3638,GZGHST00852D02,GZG,HST,0085,,,,2D,002,
3639,GZGHST01572D10,GZG,HST,0157,,,,2D,010,
3640,GZGHST01572D06,GZG,HST,0157,,,,2D,006,
3641,GZGHST01572D04,GZG,HST,0157,,,,2D,004,
3642,GZGHST01572D06,GZG,HST,0157,,,,2D,006,
3643,GZGHST01572D10,GZG,HST,0157,,,,2D,010,
3644,GZGHST01572D05,GZG,HST,0157,,,,2D,005,
3645,GZGHST01572D02,GZG,HST,0157,,,,2D,002,
3646,GZGHST01572D08,GZG,HST,0157,,,,2D,008,
3647,GZGHST08732D10,GZG,HST,0873,,,,2D,010,
3648,GZGHST08732D06,GZG,HST,0873,,,,2D,006,
3649,GZGHST08732D10,GZG,HST,0873,,,,2D,010,
3650,GZGHST08732D07,GZG,HST,0873,,,,2D,007,
3651,GZGHST08732D02,GZG,HST,0873,,,,2D,002,
3652,GZGHST08732D03,GZG,HST,0873,,,,2D,003,
3653,GZGHST08862D06,GZG,HST,0886,,,,2D,006,
3654,GZGHST08862D04,GZG,HST,0886,,,,2D,004,
3655,GZGHST08862D05,GZG,HST,0886,,,,2D,005,
3656,GZGHST08862D06,GZG,HST,0886,,,,2D,006,
3657,GZGHST08862D11,GZG,HST,0886,,,,2D,011,
3658,GZGHST06242D15,GZG,HST,0624,,,,2D,015,
3659,GZGHST06242D15,GZG,HST,0624,,,,2D,015,
3660,GZGHST06242D04,GZG,HST,0624,,,,2D,004,
3661,GZGHST06242D02,GZG,HST,0624,,,,2D,002,
3662,GZGHST06242D02,GZG,HST,0624,,,,2D,002,
3663,GZGHST06222D08,GZG,HST,0622,,,,2D,008,
3664,GZGHST06222D08,GZG,HST,0622,,,,2D,008,
3665,GZGHST06222D05,GZG,HST,0622,,,,2D,005,
3666,GZGHST06222D06,GZG,HST,0622,,,,2D,006,
3667,GZGHST06222D02,GZG,HST,0622,,,,2D,002,
3668,GZGHST06222D02,GZG,HST,0622,,,,2D,002,
3669,GZGHST06302D17,GZG,HST,0630,,,,2D,017,
3670,GZGHST06302D12,GZG,HST,0630,,,,2D,012,
3671,GZGHST06302D17,GZG,HST,0630,,,,2D,017,
3672,GZGHST06302D03,GZG,HST,0630,,,,2D,003,
3673,GZGHST06302D06,GZG,HST,0630,,,,2D,006,
3674,GZGHST06302D06,GZG,HST,0630,,,,2D,006,
3675,GZGHST06452D11,GZG,HST,0645,,,,2D,011,
3676,GZGHST06452D06,GZG,HST,0645,,,,2D,006,
3677,GZGHST06452D07,GZG,HST,0645,,,,2D,007,
3678,GZGHST06452D11,GZG,HST,0645,,,,2D,011,
3679,GZGHST06452D05,GZG,HST,0645,,,,2D,005,
3680,GZGHST05522D14,GZG,HST,0552,,,,2D,014,
3681,GZGHST05522D14,GZG,HST,0552,,,,2D,014,
3682,GZGHST05522D06,GZG,HST,0552,,,,2D,006,
3683,GZGHST05522D04,GZG,HST,0552,,,,2D,004,
3684,GZGHST05522D04,GZG,HST,0552,,,,2D,004,
3685,GZGHST05452D12,GZG,HST,0545,,,,2D,012,
3686,GZGHST05452D12,GZG,HST,0545,,,,2D,012,
3687,GZGHST05452D06,GZG,HST,0545,,,,2D,006,
3688,GZGHST05452D03,GZG,HST,0545,,,,2D,003,
3689,GZGHST06232D07,GZG,HST,0623,,,,2D,007,
3690,GZGHST06232D05,GZG,HST,0623,,,,2D,005,
3691,GZGHST06232D07,GZG,HST,0623,,,,2D,007,
3692,GZGHST06232D03,GZG,HST,0623,,,,2D,003,
3693,GZGHST06232D03,GZG,HST,0623,,,,2D,003,
3694,GZGHST06152D10,GZG,HST,0615,,,,2D,010,
3695,GZGHST06152D07,GZG,HST,0615,,,,2D,007,
3696,GZGHST06152D08,GZG,HST,0615,,,,2D,008,
3697,GZGHST06152D10,GZG,HST,0615,,,,2D,010,
3698,GZGHST06152D04,GZG,HST,0615,,,,2D,004,
3699,GZGHST06152D05,GZG,HST,0615,,,,2D,005,
3700,GZGHST06152D05,GZG,HST,0615,,,,2D,005,
3701,GZGHST06132D08,GZG,HST,0613,,,,2D,008,
3702,GZGHST06132D06,GZG,HST,0613,,,,2D,006,
3703,GZGHST06132D07,GZG,HST,0613,,,,2D,007,
3704,GZGHST06132D08,GZG,HST,0613,,,,2D,008,
3705,GZGHST04152D12,GZG,HST,0415,,,,2D,012,
3706,GZGHST04152D04,GZG,HST,0415,,,,2D,004,
3707,GZGHST04152D05,GZG,HST,0415,,,,2D,005,
3708,GZGHST04152D12,GZG,HST,0415,,,,2D,012,
3709,GZGHST05542D12,GZG,HST,0554,,,,2D,012,
3710,GZGHST05542D08,GZG,HST,0554,,,,2D,008,
3711,GZGHST05542D09,GZG,HST,0554,,,,2D,009,
3712,GZGHST05542D12,GZG,HST,0554,,,,2D,012,
3713,GZGHST05542D04,GZG,HST,0554,,,,2D,004,
3714,GZGHST05542D06,GZG,HST,0554,,,,2D,006,
3715,GZGHST05542D04,GZG,HST,0554,,,,2D,004,
3716,GZGHST05512D10,GZG,HST,0551,,,,2D,010,
3717,GZGHST05512D09,GZG,HST,0551,,,,2D,009,
3718,GZGHST05512D05,GZG,HST,0551,,,,2D,005,
3719,GZGHST05512D04,GZG,HST,0551,,,,2D,004,
3720,GZGHST05512D05,GZG,HST,0551,,,,2D,005,
3721,GZGHST04952D11,GZG,HST,0495,,,,2D,011,
3722,GZGHST04952D07,GZG,HST,0495,,,,2D,007,
3723,GZGHST04952D08,GZG,HST,0495,,,,2D,008,
3724,GZGHST04952D11,GZG,HST,0495,,,,2D,011,
3725,GZGHST0495Azurit,GZG,HST,0495,,,Azurit,,,
3726,GZGHST04952D03,GZG,HST,0495,,,,2D,003,
3727,GZGHST04952D03,GZG,HST,0495,,,,2D,003,
3728,GZGHST04962D18,GZG,HST,0496,,,,2D,018,
3729,GZGHST04962D06,GZG,HST,0496,,,,2D,006,
3730,GZGHST04962D18,GZG,HST,0496,,,,2D,018,
3731,GZGHST04962D07,GZG,HST,0496,,,,2D,007,
3732,GZGHST0496Beryll,GZG,HST,0496,,,Beryll,,,
3733,GZGHST04962D04,GZG,HST,0496,,,,2D,004,
3734,GZGHST04962D03,GZG,HST,0496,,,,2D,003,
3735,GZGHST04962D04,GZG,HST,0496,,,,2D,004,
3736,GZGHST05652D16,GZG,HST,0565,,,,2D,016,
3737,GZGHST05652D16,GZG,HST,0565,,,,2D,016,
3738,GZGHST05652D09,GZG,HST,0565,,,,2D,009,
3739,GZGHST05652D10,GZG,HST,0565,,,,2D,010,
3740,GZGHST05652D04,GZG,HST,0565,,,,2D,004,
3741,GZGHST05652D03,GZG,HST,0565,,,,2D,003,
3742,GZGHST05652D04,GZG,HST,0565,,,,2D,004,
3743,GZGHST05572D17,GZG,HST,0557,,,,2D,017,
3744,GZGHST05572D08,GZG,HST,0557,,,,2D,008,
3745,GZGHST05572D09,GZG,HST,0557,,,,2D,009,
3746,GZGHST05572D17,GZG,HST,0557,,,,2D,017,
3747,GZGHST05572D03,GZG,HST,0557,,,,2D,003,
3748,GZGHST05572D03,GZG,HST,0557,,,,2D,003,
3749,GZGHST05072D16,GZG,HST,0507,,,,2D,016,
3750,GZGHST05072D16,GZG,HST,0507,,,,2D,016,
3751,GZGHST05072D10,GZG,HST,0507,,,,2D,010,
3752,GZGHST05072D05,GZG,HST,0507,,,,2D,005,
3753,GZGHST0507Coelodontaantiquitatis,GZG,HST,0507,,,Coelodontaantiquitatis,,,
3754,GZGHST05072D03,GZG,HST,0507,,,,2D,003,
3755,GZGHST0507Coelodontaantiquitatis,GZG,HST,0507,,,Coelodontaantiquitatis,,,
3756,GZGHST05072D22,GZG,HST,0507,,,,2D,022,
3757,GZGHST05062D18,GZG,HST,0506,,,,2D,018,
3758,GZGHST05062D19,GZG,HST,0506,,,,2D,019,
3759,GZGHST05062D18,GZG,HST,0506,,,,2D,018,
3760,GZGHST05062D19,GZG,HST,0506,,,,2D,019,
3761,GZGHST05062D16,GZG,HST,0506,,,,2D,016,
3762,GZGHST05062D15,GZG,HST,0506,,,,2D,015,
3763,GZGHST0506Coelodontaantiquitatis,GZG,HST,0506,,,Coelodontaantiquitatis,,,
3764,GZGHST05052D35,GZG,HST,0505,,,,2D,035,
3765,GZGHST05052D27,GZG,HST,0505,,,,2D,027,
3766,GZGHST05052D28,GZG,HST,0505,,,,2D,028,
3767,GZGHST05052D35,GZG,HST,0505,,,,2D,035,
3768,GZGHST0505Coelodontaantiquitatis,GZG,HST,0505,,,Coelodontaantiquitatis,,,
3769,GZGHST02742D08,GZG,HST,0274,,,,2D,008,
3770,GZGHST02742D05,GZG,HST,0274,,,,2D,005,
3771,GZGHST02742D08,GZG,HST,0274,,,,2D,008,
3772,GZGHST02742D06,GZG,HST,0274,,,,2D,006,
3773,GZGHST02742D03,GZG,HST,0274,,,,2D,003,
3774,GZGHST02642D09,GZG,HST,0264,,,,2D,009,
3775,GZGHST02642D09,GZG,HST,0264,,,,2D,009,
3776,GZGHST02642D06,GZG,HST,0264,,,,2D,006,
3777,GZGHST02642D07,GZG,HST,0264,,,,2D,007,
3778,GZGHST05492D11,GZG,HST,0549,,,,2D,011,
3779,GZGHST05492D07,GZG,HST,0549,,,,2D,007,
3780,GZGHST05492D08,GZG,HST,0549,,,,2D,008,
3781,GZGHST05492D11,GZG,HST,0549,,,,2D,011,
3782,GZGHST05492D03,GZG,HST,0549,,,,2D,003,
3783,GZGHST05492D03,GZG,HST,0549,,,,2D,003,
3784,GZGHST05552D12,GZG,HST,0555,,,,2D,012,
3785,GZGHST05552D06,GZG,HST,0555,,,,2D,006,
3786,GZGHST05552D07,GZG,HST,0555,,,,2D,007,
3787,GZGHST05552D12,GZG,HST,0555,,,,2D,012,
3788,GZGHST05552D10,GZG,HST,0555,,,,2D,010,
3789,GZGHST05442D10,GZG,HST,0544,,,,2D,010,
3790,GZGHST05442D08,GZG,HST,0544,,,,2D,008,
3791,GZGHST05442D10,GZG,HST,0544,,,,2D,010,
3792,GZGHST05442D07,GZG,HST,0544,,,,2D,007,
3793,GZGHST05442D04,GZG,HST,0544,,,,2D,004,
3794,GZGHST05442D15,GZG,HST,0544,,,,2D,015,
3795,GZGHST05442D04,GZG,HST,0544,,,,2D,004,
3796,GZGHST05442D15,GZG,HST,0544,,,,2D,015,
3797,GZGHST05462D08,GZG,HST,0546,,,,2D,008,
3798,GZGHST05462D05,GZG,HST,0546,,,,2D,005,
3799,GZGHST05462D06,GZG,HST,0546,,,,2D,006,
3800,GZGHST05462D08,GZG,HST,0546,,,,2D,008,
3801,GZGHST05462D02,GZG,HST,0546,,,,2D,002,
3802,GZGHST06132D12,GZG,HST,0613,,,,2D,012,
3803,GZGHST05562D12,GZG,HST,0556,,,,2D,012,
3804,GZGHST05562D12,GZG,HST,0556,,,,2D,012,
3805,GZGHST05552D06,GZG,HST,0555,,,,2D,006,
3806,GZGHST05562D11,GZG,HST,0556,,,,2D,011,
3807,GZGHST05562D04,GZG,HST,0556,,,,2D,004,
3808,GZGHST05532D09,GZG,HST,0553,,,,2D,009,
3809,GZGHST05532D10,GZG,HST,0553,,,,2D,010,
3810,GZGHST05532D03,GZG,HST,0553,,,,2D,003,
3811,GZGHST05532D03,GZG,HST,0553,,,,2D,003,
3812,GZGHST06492D18,GZG,HST,0649,,,,2D,018,
3813,GZGHST06492D18,GZG,HST,0649,,,,2D,018,
3814,GZGHST06492D11,GZG,HST,0649,,,,2D,011,
3815,GZGHST06492D12,GZG,HST,0649,,,,2D,012,
3816,GZGHST06492D05,GZG,HST,0649,,,,2D,005,
3817,GZGHST06492D04,GZG,HST,0649,,,,2D,004,
3818,GZGHST06492D05,GZG,HST,0649,,,,2D,005,
3819,GZGHST06512D10,GZG,HST,0651,,,,2D,010,
3820,GZGHST06512D07,GZG,HST,0651,,,,2D,007,
3821,GZGHST06512D10,GZG,HST,0651,,,,2D,010,
3822,GZGHST06512D08,GZG,HST,0651,,,,2D,008,
3823,GZGHST06512D02,GZG,HST,0651,,,,2D,002,
3824,GZGHST06512D02,GZG,HST,0651,,,,2D,002,
3825,GZGHST06412D12,GZG,HST,0641,,,,2D,012,
3826,GZGHST06412D09,GZG,HST,0641,,,,2D,009,
3827,GZGHST06412D12,GZG,HST,0641,,,,2D,012,
3828,GZGHST06412D10,GZG,HST,0641,,,,2D,010,
3829,GZGHST06412D04,GZG,HST,0641,,,,2D,004,
3830,GZGHST06412D03,GZG,HST,0641,,,,2D,003,
3831,GZGHST06412D04,GZG,HST,0641,,,,2D,004,
3832,GZGHST02712D12,GZG,HST,0271,,,,2D,012,
3833,GZGHST02712D12,GZG,HST,0271,,,,2D,012,
3834,GZGHST02712D06,GZG,HST,0271,,,,2D,006,
3835,GZGHST02712D10,GZG,HST,0271,,,,2D,010,
3836,GZGHST05472D10,GZG,HST,0547,,,,2D,010,
3837,GZGHST05472D07,GZG,HST,0547,,,,2D,007,
3838,GZGHST05472D10,GZG,HST,0547,,,,2D,010,
3839,GZGHST05472D02,GZG,HST,0547,,,,2D,002,
3840,GZGHST05472D02,GZG,HST,0547,,,,2D,002,
3841,GZGHST06522D16,GZG,HST,0652,,,,2D,016,
3842,GZGHST06522D16,GZG,HST,0652,,,,2D,016,
3843,GZGHST06522D08,GZG,HST,0652,,,,2D,008,
3844,GZGHST06522D09,GZG,HST,0652,,,,2D,009,
3845,GZGHST06522D04,GZG,HST,0652,,,,2D,004,
3846,GZGHST06522D04,GZG,HST,0652,,,,2D,004,
3847,GZGHST06502D07,GZG,HST,0650,,,,2D,007,
3848,GZGHST06502D07,GZG,HST,0650,,,,2D,007,
3849,GZGHST06502D05,GZG,HST,0650,,,,2D,005,
3850,GZGHST06502D06,GZG,HST,0650,,,,2D,006,
3851,GZGHST06502D04,GZG,HST,0650,,,,2D,004,
3852,GZGHST06502D04,GZG,HST,0650,,,,2D,004,
3853,GZGHST06252D10,GZG,HST,0625,,,,2D,010,
3854,GZGHST06252D07,GZG,HST,0625,,,,2D,007,
3855,GZGHST06252D08,GZG,HST,0625,,,,2D,008,
3856,GZGHST06252D04,GZG,HST,0625,,,,2D,004,
3857,GZGHST06252D04,GZG,HST,0625,,,,2D,004,
3858,GZGHST06172D11,GZG,HST,0617,,,,2D,011,
3859,GZGHST06172D11,GZG,HST,0617,,,,2D,011,
3860,GZGHST06172D04,GZG,HST,0617,,,,2D,004,
3861,GZGHST06172D03,GZG,HST,0617,,,,2D,003,
3862,GZGHST06172D04,GZG,HST,0617,,,,2D,004,
3863,GZGHST08762D04,GZG,HST,0876,,,,2D,004,
3864,GZGHST08762D05,GZG,HST,0876,,,,2D,005,
3865,GZGHST08762D04,GZG,HST,0876,,,,2D,004,
3866,GZGHST08762D05,GZG,HST,0876,,,,2D,005,
3867,GZGHST02952D03,GZG,HST,0295,,,,2D,003,
3868,GZGHST02952D04,GZG,HST,0295,,,,2D,004,
3869,MuGChoNr2D10,MuG,ChoNr,,,,,2D,010,
3870,MuGChoNr2D07,MuG,ChoNr,,,,,2D,007,
3871,MuGChoNr2D10,MuG,ChoNr,,,,,2D,010,
3872,MuGChoNr2D03,MuG,ChoNr,,,,,2D,003,
3873,MuGChoNr2D04,MuG,ChoNr,,,,,2D,004,
3874,MuGChoNrZinn,MuG,ChoNr,Zinn,,,,,,
3875,GZGHST0344Erxleben,GZG,HST,0344,,,Erxleben,,,
3876,AIG3492DoFS,,AIG,0349,,,,2D,,oFS
3877,AIG3492DmFS,,AIG,0349,,,,2D,,mFS
3878,AIG3492DoFS,,AIG,0349,,,,2D,,oFS
3879,AIG349OS001,,AIG,0349,,,OS,,001,
3880,AIG349OS005,,AIG,0349,,,OS,,005,
3881,AIG349OS011,,AIG,0349,,,OS,,011,
3882,AIG349OS017,,AIG,0349,,,OS,,017,
3883,AIG349OS,,AIG,0349,,,OS,,,
3884,AIG352OSmitUK2DoFS,,AIG,0352,,,OSmitUK,2D,,oFS
3885,AIG352HollnderUK2DoFS,,AIG,0352,,,HollnderUK,2D,,oFS
3886,AIG352OSmitUK2DmFS,,AIG,0352,,,OSmitUK,2D,,mFS
3887,AIG352OSmitUK2DoFS,,AIG,0352,,,OSmitUK,2D,,oFS
3888,AIG352OSmitUK001,,AIG,0352,,,OSmitUK,,001,
3889,AIG352OSmitUK005,,AIG,0352,,,OSmitUK,,005,
3890,AIG352OSmitUK011,,AIG,0352,,,OSmitUK,,011,
3891,AIG352OSmitUK017,,AIG,0352,,,OSmitUK,,017,
3892,AIG352OSmitUK081,,AIG,0352,,,OSmitUK,,081,
3893,AIG352UK005,,AIG,0352,,,UK,,005,
3894,AIG352UK009,,AIG,0352,,,UK,,009,
3895,AIG352UK014,,AIG,0352,,,UK,,014,
3896,AIG352UK020,,AIG,0352,,,UK,,020,
3897,AIG352UK090,,AIG,0352,,,UK,,090,
3898,AIG371OS2DoFS,,AIG,0371,,,OS,2D,,oFS
3899,AIG371OS001,,AIG,0371,,,OS,,001,
3900,AIG371OS005,,AIG,0371,,,OS,,005,
3901,AIG371OS011,,AIG,0371,,,OS,,011,
3902,AIG371OS2DmFS,,AIG,0371,,,OS,2D,,mFS
3903,AIG371OS2DoFS,,AIG,0371,,,OS,2D,,oFS
3904,AIG371OS017,,AIG,0371,,,OS,,017,
3905,AIG371OS081,,AIG,0371,,,OS,,081,
3906,AIG371OS,,AIG,0371,,,OS,,,
3907,AIG352HollnderUK,,AIG,0352,,,HollnderUK,,,
3908,AIG352OSmitUK,,AIG,0352,,,OSmitUK,,,
3909,AIG3732DoFS,,AIG,0373,,,,2D,,oFS
3910,AIG3732DmFS,,AIG,0373,,,,2D,,mFS
3911,AIG3732DoFS,,AIG,0373,,,,2D,,oFS
3912,AIG373OSmitUK001,,AIG,0373,,,OSmitUK,,001,
3913,AIG373OSmitUK005,,AIG,0373,,,OSmitUK,,005,
3914,AIG373OSmitUK011,,AIG,0373,,,OSmitUK,,011,
3915,AIG373OSmitUK017,,AIG,0373,,,OSmitUK,,017,
3916,AIG373OSmitUK081,,AIG,0373,,,OSmitUK,,081,
3917,AIG373OSmitUK,,AIG,0373,,,OSmitUK,,,
3918,AIG375OS2DoFS,,AIG,0375,,,OS,2D,,oFS
3919,AIG375OS2DmFS,,AIG,0375,,,OS,2D,,mFS
3920,AIG375OS2DoFS,,AIG,0375,,,OS,2D,,oFS
3921,AIG375OS001,,AIG,0375,,,OS,,001,
3922,AIG375OS005,,AIG,0375,,,OS,,005,
3923,AIG375OS011,,AIG,0375,,,OS,,011,
3924,AIG375OS081,,AIG,0375,,,OS,,081,
3925,AIG375OS,,AIG,0375,,,OS,,,
3926,AIG375OS016,,AIG,0375,,,OS,,016,
3927,AIG376OS2DoFS,,AIG,0376,,,OS,2D,,oFS
3928,AIG376OS2DmFS,,AIG,0376,,,OS,2D,,mFS
3929,AIG376OS2DoFS,,AIG,0376,,,OS,2D,,oFS
3930,AIG376OS001,,AIG,0376,,,OS,,001,
3931,AIG376OS005,,AIG,0376,,,OS,,005,
3932,AIG376OS011,,AIG,0376,,,OS,,011,
3933,AIG376OS017,,AIG,0376,,,OS,,017,
3934,AIG376OS081,,AIG,0376,,,OS,,081,
3935,AIG376OS,,AIG,0376,,,OS,,,
3936,AIG439OSmitUK2DoFS,,AIG,0439,,,OSmitUK,2D,,oFS
3937,AIG439OSmitUK2DmFS,,AIG,0439,,,OSmitUK,2D,,mFS
3938,AIG439OSmitUK2DoFS,,AIG,0439,,,OSmitUK,2D,,oFS
3939,AIG439OSmitUK001,,AIG,0439,,,OSmitUK,,001,
3940,AIG439OSmitUK005,,AIG,0439,,,OSmitUK,,005,
